_id,Bevoegd Gezag,Sector,Groepering,Naam,Jaar,Lonen,Sociale lasten,Premies Participatiefonds,Premies Vervangingsfonds,Pensioenlasten,Lonen salarissen sociale lasten en pensioenlasten,Dotaties personele voorzieningen,Lasten personeel niet in loondienst,Overige overige personele lasten,Overige personele lasten,Vergoedingen uit het Participatiefonds,Vergoedingen uit het Vervangingsfonds,Overige uitkeringen die personeelslasten verminderen,Uitkeringen die personeelslasten verminderen,Personeelslasten,Afschrijvingen op immateriele vaste activa,Afschrijvingen op materiele vaste activa,Afschrijvingen,Huurlasten,Verzekeringslasten,Onderhoudslasten klein onderhoud,Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Dotatie onderhoudsvoorziening,Overige overige huisvestingslasten,Huisvestingslasten,Administratie en beheerslasten,Inventaris en apparatuur,Leer en hulpmiddelen,Dotatie overige voorzieningen,Overige overige overige lasten,Overige lasten,Verstrekte subsidies,Gerealiseerde herwaardering,Verplichte afdrachten uit te voeren door OCW voor vso,Verplichte afdrachten uit te voeren door OCW voor Lwoo,Verplichte afdrachten uit te voeren door OCW voor pro,Verplichte afdrachten uit te voeren door OCW,Doorbetaling op basis van 1 februari vso,Doorbetaling op basis van 1 februari sbo,Doorbetaling op basis van 1 februari,Overige doorbetalingen van rijksbijdragen aan schoolbesturen,Doorbetalingen aan schoolbesturen,Accountantshonoraria voor het onderzoek van de jaarrekening,Accountantshonoraria voor andere controleopdrachten,Accountantshonoraria voor adviesdiensten op fiscaal terrein,Accountantshonoraria voor andere nietcontrolediensten,Accountantshonoraria
2445,40125,VO,SSG3,Stichting Dorenweerd College,2014,4749191,660657,,,721577,6131425,48812,81540,137095,267447,,,,70788,6328084,,105015,105015,55340,,23875,72367,116108,7093,90000,3453,368236,150284,606340,,,233484,990108,,,,,,,,,,,,8439,,,,8439
2446,40125,VO,SSG3,Stichting Dorenweerd College,2015,6053803,,,,,6053803,,,255357,255357,,,56228,56228,6252932,,101116,101116,53437,,29895,70477,118538,5222,150000,5207,432776,150250,625506,,,252750,1028506,,,,,,,,,,,,11000,,,,11000
2447,40125,VO,SSG3,Stichting Dorenweerd College,2016,6368958,,,,,6368958,,,321458,321458,,,1955,1955,6688461,,89981,89981,54173,,25967,57670,107693,8406,140000,5215,399124,185626,614410,,,257368,1057404,,,,,,,,,,,,13446,,,,13446
2448,40125,VO,SSG3,Stichting Dorenweerd College,2017,5119814,629632,,,729627,6479073,62444,49118,153276,264838,,,3356,3356,6740555,,104250,104250,61461,,34075,64117,115178,6208,86574,13929,381542,181024,724687,,-1342,188174,1092543,,,,,,,,,,,,,,,,
2449,40125,VO,SSG3,Stichting Dorenweerd College,2018,5150848,649026,,,754037,6553911,71584,102456,117958,291998,,,30291,30291,6815618,,110434,110434,55068,,28592,54826,105859,6171,91839,17093,359448,194211,388014,323526,0,212325,1118076,,,,,,,,,,,,16085,,,,16085
2450,40132,VO,SSG5,Stg. Chr. Vgz. Onderw. Zo-Utr.,2014,18181638,2269189,,,2738756,23189583,157820,945189,513899,1616908,,,,176370,24630121,,1852762,1852762,272412,64823,262606,425595,656232,43400,496500,26057,2247625,1247782,1359684,,3835,1162543,3773844,,,,,,,,,,,,50046,6353,4786,,61185
2451,40132,VO,SSG5,Stg. Chr. Vgz. Onderw. Zo-Utr.,2015,20024003,2394706,,,2565633,24984342,388736,2157736,625731,3172203,,,174402,174402,27982143,,1610336,1610336,172873,35447,344906,442628,707880,21018,424500,12016,2161268,1203896,158780,1512069,27823,1382668,4285236,,,,,,,,,,,,53300,,,,53300
2452,40132,VO,SSG5,Stg. Chr. Vgz. Onderw. Zo-Utr.,2016,21614747,2659835,,,2609378,26883960,82927,2728550,603233,3414710,,,108761,108761,30189909,,1571840,1571840,262729,14438,579630,389771,778533,50881,322760,15583,2414325,1248563,154972,1561694,5889,1646890,4618008,,,,,,,,,,,,53943,,,,53943
2453,40132,VO,SSG5,Stg. Chr. Vgz. Onderw. Zo-Utr.,2017,22244387,2832912,,,3205983,28283282,130696,1214702,709008,2054406,,,86425,86425,30251263,,1429710,1429710,237482,2800,297095,370389,744462,25167,385250,93804,2156449,1279045,188357,1438510,14039,1818259,4738210,,,,,,,,,,,,57335,,,,57335
2454,40132,VO,SSG5,Stg. Chr. Vgz. Onderw. Zo-Utr.,2018,22755685,2957022,,,3362182,29074889,324329,1075325,740755,2140409,,,155822,155822,31059476,,1499953,1499953,189886,,306428,371648,739624,33935,417000,15681,2074202,1358182,162929,1442127,21555,1711603,4696396,,,,,,,,,,,,52790,7019,3015,19911,82735
2455,40143,VO,SSG4,Stg. Kath. VO Dongemondgebied,2014,10236944,1243463,,,1500581,12980988,78118,29361,429238,536717,,,,65570,13452135,,520617,520617,108284,329,133991,199731,77666,7963,230000,10175,768139,288846,1627339,,,110758,2026943,,,,,,,,,,,,,,,,
2456,40143,VO,SSG4,Stg. Kath. VO Dongemondgebied,2015,10552753,1265331,,,1315145,13133229,164470,206314,420911,791695,,,131583,131583,13793341,,569955,569955,111175,331,143760,212571,71722,6733,230000,17599,793891,369083,712946,976609,,79447,2138085,,,,,,,,,,,,16000,1500,,,17500
2457,40143,VO,SSG4,Stg. Kath. VO Dongemondgebied,2016,10863806,1347481,,,1298820,13510107,100970,467416,401340,969726,,,71900,71900,14407933,,642525,642525,113448,1851,149988,205203,86038,6393,230000,-96779,696142,335423,761553,931415,,95800,2124191,,,,,,,,,,,,16250,3750,,,20000
2458,40143,VO,SSG4,Stg. Kath. VO Dongemondgebied,2017,11021158,1347964,,,1549214,13918336,123647,196476,444831,764954,,,66049,66049,14617241,,702199,702199,114971,1000,153691,220578,82139,5838,77000,11081,666298,275202,774590,910676,,160024,2120492,,,,,,,,,,,,18220,1450,,,19670
2459,40143,VO,SSG4,Stg. Kath. VO Dongemondgebied,2018,11060673,1410926,,,1625069,14096668,834376,458984,427560,1720920,,,84744,84744,15732844,,718843,718843,114027,1009,149048,201460,78245,7170,77000,15040,642999,308784,871684,931025,,131359,2242852,,,,,,,,,,,,17930,1450,,,19380
2460,40144,PO,BO1,Stg. Mont.school De Triangel,2014,750533,175708,,,108891,1035132,9154,7020,26043,42217,,,,29169,1048180,,17030,17030,20834,,4683,17463,23767,2563,12000,,81310,17704,38094,,,28811,84609,,,,,,,,,,,,1994,,,,1994
2461,40144,PO,BO1,Stg. Mont.school De Triangel,2015,790399,105740,31370,42547,95749,1065805,-2920,41516,26132,64728,,29270,20493,49763,1080770,20114,,20114,21235,,1824,11250,23956,2326,47342,,107933,17616,8269,20000,,28238,74123,,,,,,,,,,,,2000,,,,2000
2462,40144,PO,BO1,Stg. Mont.school De Triangel,2016,708865,93394,23872,39190,79291,944612,-3806,92241,51545,139980,,5914,13813,19727,1064865,21643,,21643,20777,,3621,13118,23929,2882,22908,,87235,17779,8566,22317,,29490,78152,,,,,,,,,,,,2000,,,,2000
2463,40144,PO,BO1,Stg. Mont.school De Triangel,2017,635357,135203,,,83585,854145,3202,45819,32454,81475,,2177,,2177,933443,,23822,23822,15626,,3864,17043,31090,3824,21500,,92947,17250,8078,23158,,26827,75313,,,,,,,,,,,,2100,,,,2100
2464,40144,PO,BO1,Stg. Mont.school De Triangel,2018,710138,101345,33528,34618,95578,975207,3249,53419,17677,74345,,2651,12098,14749,1034803,,24996,24996,,,11990,23465,37332,780,60000,9201,142768,16412,11752,26345,,19080,73589,,,,,,,,,,,,1258,,,,1258
2465,40169,HBO,HBO,Stg. Hanzehogeschool Groningen,2014,123764000,14206000,,,18413000,156383000,926000,18123000,3446000,22495000,,,,1142000,177736000,,14536000,14536000,2505000,,1493000,1922000,3388000,826000,,3831000,13965000,12341000,6962000,,,7080000,26383000,,,,,,,,,,,,51000,26000,,10000,87000
2466,40169,HBO,HBO,Stg. Hanzehogeschool Groningen,2015,131898000,15056000,,,16835000,163789000,2286000,21746000,4248000,28280000,,,,889000,191180000,,15179000,15179000,2981000,,2880000,2206000,3441000,944000,,1143000,13595000,14368000,7074000,,,7294000,28736000,,,,,,,,,,,,87000,44000,2000,2000,135000
2467,40169,HBO,HBO,Stg. Hanzehogeschool Groningen,2016,136854000,16326000,,,16573000,169753000,2441000,19936000,3642000,26019000,,,,710000,195062000,1019000,14605000,15624000,3227000,,3162000,1928000,3627000,981000,,1714000,14639000,12907000,7748000,,,6692000,27347000,,,,,,,,,,,,91000,18000,0,11000,120000
2468,40169,HBO,HBO,Stg. Hanzehogeschool Groningen,2017,141612000,16690000,,,20271000,178573000,1997000,15120000,4611000,21728000,,,,761000,199540000,1263000,15472000,16735000,3407000,,4113000,2105000,3840000,1012000,,1660000,16137000,12919000,7524000,,,7648000,28091000,,,,,,,,,,,,123000,9000,0,0,132000
2469,40169,HBO,HBO,Stg. Hanzehogeschool Groningen,2018,145483000,17613000,,,21629000,184725000,3396000,15097000,5994000,24487000,,,,845000,208367000,1271000,18201000,19472000,3930000,,2914000,2091000,4022000,1107000,,2166000,16230000,13231000,8565000,,,7208000,29004000,,,,,,,,,,,,116000,,,,116000
2470,40175,MBO,ROC,Stg. ROC Kop van Noord-Holland,2014,13691465,1808646,,,1905093,17405204,,2049749,283002,2332751,,,,122909,19615046,,1153630,1153630,372428,62716,411018,240553,291879,125145,,,1503739,1437012,860721,,6160,1456456,3760349,,,,,,,,,,,,59582,6588,,,66170
2471,40175,MBO,ROC,Stg. ROC Kop van Noord-Holland,2015,14951115,1935288,,,1765410,18651813,261578,2175083,507179,2943840,,,,228056,21367597,,1951956,1951956,389265,63538,704477,285103,310649,135922,,,1888954,1543326,22954,962363,-5767,1495170,4018046,,,,,,,,,,,,78155,6588,,,84743
2472,40175,MBO,ROC,Stg. ROC Kop van Noord-Holland,2016,16121325,2188866,,,1843135,20153326,358877,2075913,418102,2852892,,,,108164,22898054,,1302274,1302274,393026,73258,769204,261478,317282,140862,,,1955110,1506959,15839,978147,16105,1579621,4096671,,,,,,,,,,,,37068,6746,,,43814
2473,40175,MBO,ROC,Stg. ROC Kop van Noord-Holland,2017,17267575,2341002,,,2416545,22025122,735067,2029014,468977,3233058,,,,147764,25110416,,1244616,1244616,391179,68492,753843,238461,341834,171268,,,1965077,1599417,5663,993065,-5887,1661839,4254097,,,,,,,,,,,,68173,4637,,,72810
2474,40175,MBO,ROC,Stg. ROC Kop van Noord-Holland,2018,17905174,2446529,,,2509050,22860753,-129483,2196051,352479,2419047,,,,172614,25107186,,1206823,1206823,391482,69545,839016,216378,328278,154431,,,1999130,1525359,21596,989180,-12299,1546221,4070057,,,,,,,,,,,,62357,4758,,,67115
2475,40180,VO,SSG4,STICHTING MERIDIAAN COLLEGE,2014,16455000,2000000,,,2417000,20872000,153000,536000,663000,1352000,,,,,22224000,,620000,620000,186000,,205000,418000,403000,,1669000,11000,2892000,515000,1364000,,,1126000,3005000,,,,,,,,,,,,,,,,
2476,40180,VO,SSG4,STICHTING MERIDIAAN COLLEGE,2015,17803000,2166000,,,2245000,22214000,243000,456000,744000,1443000,,,,,23657000,,658000,658000,181000,,219000,425000,432000,,1218000,13000,2488000,610000,147000,1238000,,1389000,3384000,,,,,,,,,,,,20000,,,,20000
2477,40180,VO,SSG4,STICHTING MERIDIAAN COLLEGE,2016,19433000,2408000,,,2328000,24169000,244000,615000,870000,1729000,,,,,25898000,,666000,666000,209000,,220000,415000,469000,,1154000,13000,2480000,582000,246000,1312000,,1314000,3454000,,,,,,,,,,,,21000,,,1000,22000
2478,40180,VO,SSG4,STICHTING MERIDIAAN COLLEGE,2017,20266000,2775000,,,2666000,25707000,409000,423000,852000,1684000,,,,,27391000,,689000,689000,209000,,228000,467000,459000,,1025000,12000,2400000,637000,312000,1291000,,1372000,3612000,,,,,,,,,,,,27000,,,,27000
2479,40180,VO,SSG4,STICHTING MERIDIAAN COLLEGE,2018,20350000,2626000,,,2963000,25939000,345000,608000,911000,1864000,,,,,27803000,,639000,639000,201000,,248000,437000,496000,,1282000,11000,2675000,660000,265000,1259000,,1442000,3626000,,,,,,,,,,,,32670,,,514,33184
2480,40189,PO,BO1,Ver Sch EBG Amsterdam,2014,1172601,284329,,,165358,1622288,-6683,,39726,33043,,,,20851,1634480,,62508,62508,18000,,25000,,38943,,,63180,145123,54756,81989,,,51265,188010,,,,,,,,,,,,3746,678,,,4424
2481,40189,PO,BO1,Ver Sch EBG Amsterdam,2015,1217834,164863,51314,72638,149530,1656179,9444,,39385,48829,,27292,474,27766,1677242,,76299,76299,18000,,41548,,42444,288,,73178,175458,48909,66736,,,116136,231781,,,,,,,,,,,,2417,726,,,3143
2482,40189,PO,BO1,Ver Sch EBG Amsterdam,2016,1262349,173375,41523,71626,144260,1693133,-16320,2155,83074,68909,,6818,,6818,1755224,,85243,85243,9450,,39503,,41214,756,,63963,154886,49230,45865,,,87556,182651,,,,,,,,,,,,3378,,,,3378
2483,40189,PO,BO1,Ver Sch EBG Amsterdam,2017,1324002,180256,46626,58049,172388,1781321,6054,800,102375,109229,,39549,16890,56439,1834111,,84047,84047,,,3352,,37906,2345,,84531,128134,50945,423,62862,,59977,174207,,,,,,,,,,,,5843,,,,5843
2484,40189,PO,BO1,Ver Sch EBG Amsterdam,2018,1408794,197935,65227,72708,184041,1928705,26955,1080,138822,166857,0,0,-8247,-8247,2103809,,68470,68470,,,8846,,41509,3440,,108274,162069,62514,1573,76304,,97687,238078,,,,,,,,,,,,6400,,,,6400
2485,40190,MBO,ROC,Stg. Reg. Opl. Centrum Rivor,2014,7830786,1052879,,,1132936,10016601,241628,3644690,437313,4323631,,,,78789,14261443,,892515,892515,371862,,,197324,236294,30247,194000,86460,1116187,1370795,1137410,,,498363,3006568,,,,,,,,,,,,41533,35352,3116,,80001
2486,40190,MBO,ROC,Stg. Reg. Opl. Centrum Rivor,2015,8404668,1095973,,,1050156,10550797,211296,4013315,496452,4721063,,,,98156,15173704,,641855,641855,445040,,,147017,238536,62642,198000,339005,1430240,890085,640247,574634,,516489,2621455,,,,,,,,,,,,30250,5445,4398,3642,43735
2487,40190,MBO,ROC,Stg. Reg. Opl. Centrum Rivor,2016,8577678,1082509,,,1030725,10690912,375882,4079778,289777,4745437,,,,111847,15324502,,915425,915425,428131,,,208080,255674,58995,202000,145725,1298605,856751,524188,584371,,471123,2436433,,,,,,,,,,,,42918,5717,3430,3993,56058
2488,40190,MBO,ROC,Stg. Reg. Opl. Centrum Rivor,2017,9114963,1191001,,,1299141,11605105,-100451,3627079,398470,3925098,,,,52056,15478147,,971507,971507,442015,,,184849,284222,58946,221000,204367,1395399,926911,556764,559230,,498254,2541159,,,,,,,,,,,,41168,14175,,5445,60788
2489,40190,MBO,ROC,Stg. Reg. Opl. Centrum Rivor,2018,9831868,1312522,,,1423107,12567497,37025,4547423,527917,5112365,,,,90654,17589208,,892607,892607,428662,,,200430,315395,53187,525000,125254,1647928,864562,573706,673029,,575366,2686663,,,,,,,,,,,,43952,14651,6655,4659,69917
2490,40205,HBO,GROE,Stichting HAS Opleidingen,2014,19568000,2373000,,,2695000,24636000,488000,1059000,1165000,2712000,,,,245000,27103000,,1852000,1852000,611000,38000,760000,356000,399000,124000,,128000,2416000,2193000,1327000,,2000,3612000,7134000,,,,,,,,,,,,72000,10000,4000,8000,94000
2491,40205,HBO,GROE,Stichting HAS Opleidingen,2015,21588000,2587000,,,2576000,26751000,308000,1033000,1190000,2531000,,,,189000,29093000,,1936000,1936000,448000,40000,717000,362000,433000,135000,,128000,2263000,2049000,960000,381000,35000,1970000,5395000,,,,,,,,,,,,60000,2000,5000,8000,75000
2492,40205,HBO,GROE,Stichting HAS Opleidingen,2016,23444000,2910000,,,2601000,28955000,110000,1273000,1204000,2587000,,,,322000,31220000,,1897000,1897000,617000,43000,819000,459000,424000,153000,,173000,2688000,2207000,1041000,504000,-6000,3961000,7707000,,,,,,,,,,,,108000,5000,4000,9000,126000
2493,40205,HBO,GROE,Stichting HAS Opleidingen,2017,24237000,3071000,,,3200000,30508000,151000,873000,927000,1951000,,,,199000,32260000,,1529000,1529000,655000,47000,524000,451000,410000,158000,,176000,2421000,2392000,1102000,382000,0,3481000,7357000,,,,,,,,,,,,43000,22000,2000,19000,86000
2494,40205,HBO,GROE,Stichting HAS Opleidingen,2018,23693000,3008000,,,3375000,30076000,761000,971000,845000,2577000,,,,231000,32422000,758000,887000,1645000,658000,48000,505000,493000,373000,150000,,169000,2396000,2983000,1517000,580000,375000,4865000,10320000,,,,,,,,,,,,98000,5000,0,0,103000
2495,40207,PO,BO1,Stg. Montess.sch. Veenendaal,2014,763903,179233,,,106701,1049837,1291,,20168,21459,,,,51570,1019726,,41336,41336,,,13514,25081,34576,506,23247,,96924,30861,31874,,,65347,128082,,,,,,,,,,,,2317,,,,2317
2496,40207,PO,BO1,Stg. Montess.sch. Veenendaal,2015,779240,102914,29881,43249,94795,1050079,2527,,31196,33723,,59773,5026,64799,1019003,,43122,43122,,,13097,15337,33521,536,15000,,77491,30088,27731,,,70454,128273,,,,,,,,,,,,2317,,,,2317
2497,40207,PO,BO1,Stg. Montess.sch. Veenendaal,2016,813490,108975,25543,44600,91831,1084439,-2892,,37113,34221,,43976,14436,58412,1060248,,49192,49192,,,15169,23767,32625,787,40325,,112673,25861,33011,,,73753,132625,,,,,,,,,,,,2426,,,,2426
2498,40207,PO,BO1,Stg. Montess.sch. Veenendaal,2017,760625,103783,26172,33145,102977,1026702,6104,,88640,94744,,-4089,11063,6974,1114472,,49030,49030,,,10209,23779,30715,652,47500,10,112865,28404,1753,39757,,70396,140310,,,,,,,,,,,,2547,,,,2547
2499,40207,PO,BO1,Stg. Montess.sch. Veenendaal,2018,861268,123235,38893,42681,113337,1179414,-1112,,118554,117442,,40486,0,40486,1256370,,53488,53488,,,10687,21925,32196,636,47500,2482,115426,28955,1772,57503,,70083,158313,,,,,,,,,,,,2675,,,,2675
2500,40209,VO,SSG4,Stg. Chr. Voortgezet Onderwijs,2014,14115996,1755221,,,2121955,17993172,1031,222940,455865,679836,,,,151209,18521799,,1325894,1325894,58323,,197868,238853,492469,44320,222600,,1254433,480011,694498,,,848596,2023105,,,,,,,,,,,,19828,,,,19828
2501,40209,VO,SSG4,Stg. Chr. Voortgezet Onderwijs,2015,14541796,1766363,,,1880414,18188573,445414,,589043,1034457,,,,,19223030,,1266061,1266061,64933,,379715,157407,416768,43067,224634,,1286524,475372,,750563,,812049,2037984,,,,,,,,,,,,18154,,179,8297,26630
2502,40209,VO,SSG4,Stg. Chr. Voortgezet Onderwijs,2016,14802995,1846401,,,1812533,18461929,217604,,613965,831569,,,,,19293498,,610780,610780,63541,,192828,225312,444823,50478,288600,,1265582,495955,,1822745,,896141,3214841,,,,,,,,,,,,17241,,,,17241
2503,40209,VO,SSG4,Stg. Chr. Voortgezet Onderwijs,2017,14332356,1837569,,,2090198,18260123,384213,246692,1723799,2354704,,,,,20614827,,648576,648576,58038,,143179,224899,438612,53582,288600,,1206910,470865,,1793454,,1011480,3275799,,,,,,,,,,,,17701,,,2722,20423
2504,40209,VO,SSG4,Stg. Chr. Voortgezet Onderwijs,2018,13481610,1748037,,,2022509,17252156,717956,666500,-561918,822538,,,,,18074694,,632256,632256,58629,,183028,225558,428182,52223,285000,,1232620,415851,,1693673,,942655,3052179,,,,,,,,,,,,20977,,,224,21201
2505,40232,VO,SSG2,Stg. Alg. Bijz. Voortg. Ond.,2014,5013058,561178,,,745423,6319659,,53061,216961,270022,,,,43301,6546380,,488825,488825,,,83521,111425,195013,4980,250664,11462,657065,218971,548279,,,121710,888960,,,,,,,,,,,,13013,,,6365,19378
2506,40232,VO,SSG2,Stg. Alg. Bijz. Voortg. Ond.,2015,5139439,592382,,,631377,6363198,,8203,14163,22366,,,,,6385564,,529510,529510,,,55085,95264,213325,4042,260884,38299,666899,226192,32113,490638,,142666,891609,,,,,,,,,,,,11314,,1653,,12967
2507,40232,VO,SSG2,Stg. Alg. Bijz. Voortg. Ond.,2016,5182255,621509,,,637139,6440903,,29919,78801,108720,,,,,6549623,,415531,415531,,,45886,106589,205383,4581,410884,31547,804870,205723,32390,539974,,133207,911294,,,,,,,,,,,,15512,,0,,15512
2508,40232,VO,SSG2,Stg. Alg. Bijz. Voortg. Ond.,2017,5488978,660592,,,790852,6940422,242212,56543,149022,447777,,,31667,31667,7356532,,247778,247778,,,34557,117515,171681,3878,130000,70982,528613,235167,152606,379339,,115780,882892,,,,,,,,,,,,15730,448,,,16178
2509,40232,VO,SSG2,Stg. Alg. Bijz. Voortg. Ond.,2018,5715364,716445,,,853675,7285484,72926,82767,146542,302235,,,54626,54626,7533093,,196473,196473,,,46174,100912,176545,3584,140000,59977,527192,262198,62018,406131,,168195,898542,,,,,,,,,,,,15954,696,,,16650
2510,40235,HBO,HBO,St. Chr. HBO op Ger. Grondsl.,2014,20564000,2367000,,,3001000,25932000,-79000,1027000,786000,1734000,,,,,27666000,,1422000,1422000,220000,22000,218000,226000,324000,94000,,33000,1137000,1339000,288000,,,2260000,3887000,,,,,,,,,,,,33000,6000,,4000,43000
2511,40235,HBO,HBO,St. Chr. HBO op Ger. Grondsl.,2015,21875000,2488000,,,2765000,27128000,315000,1390000,809000,2514000,,,,,29642000,,2128000,2128000,148000,26000,191000,273000,401000,101000,,32000,1172000,1542000,95000,202000,,2678000,4517000,,,,,,,,,,,,46000,5000,,,51000
2512,40235,HBO,HBO,St. Chr. HBO op Ger. Grondsl.,2016,23078000,2701000,,,2736000,28515000,1330000,1559000,-218000,2671000,,,,,31186000,,2519000,2519000,60000,26000,196000,237000,354000,121000,,21000,1015000,1357000,357000,170000,,2439000,4323000,,,,,,,,,,,,45000,17000,,,62000
2513,40235,HBO,HBO,St. Chr. HBO op Ger. Grondsl.,2017,22515000,2710000,,,3221000,28446000,1230000,1194000,187000,2611000,,,,,31057000,,2471000,2471000,44000,26000,282000,226000,335000,129000,,26000,1068000,1382000,247000,147000,,2318000,4094000,,,,,,,,,,,,67000,,,,67000
2514,40235,HBO,HBO,St. Chr. HBO op Ger. Grondsl.,2018,22215000,2782000,,,3320000,28317000,1627000,1286000,-465000,2448000,,,,,30765000,,2443000,2443000,60000,28000,511000,224000,364000,128000,,29000,1344000,1378000,251000,88000,,2443000,4160000,,,,,,,,,,,,84000,,,,84000
2515,40236,MBO,KBB,Stichting Koc Nederland,2014,1202561,152623,,,195149,1550333,972316,81572,250533,1304421,,,,25781,2828973,,27541,27541,71916,,,6659,12038,780,,5864,97257,314081,,,,76387,390468,,,,,,,,,,,,36613,,,,36613
2516,40237,PO,BO3,Stichting 5xO,2014,4941414,1178086,,,690046,6809546,5000,102123,155229,262352,,,,313864,6758034,,207523,207523,16572,,97621,186310,202234,34793,-199106,27528,365952,202358,283024,,,605873,1091255,,,,,,,,,,,,24521,,,,24521
2517,40237,PO,BO3,Stichting 5xO,2015,4791212,1068666,,,583477,6443355,29639,168073,217069,414781,,342875,,342875,6515261,,188557,188557,36440,,73389,146648,235906,32768,,15533,540684,203060,,320002,,1164180,1687242,,,,,,,,,,,,53000,,,38632,91632
2518,40237,PO,BO3,Stichting 5xO,2016,4524351,1025100,,,534895,6084346,117429,287352,206839,611620,,344860,,344860,6351106,,169309,169309,122003,,83148,177722,191763,22120,,12152,608908,233908,,241746,,869901,1345555,,,,,,,,,,,,78113,3933,,,82046
2519,40237,PO,BO3,Stichting 5xO,2017,2336933,513704,,,295571,3146208,-140764,369569,69239,298044,,78587,,78587,3365665,,421136,421136,21780,,36600,111706,104816,23363,,7545,305810,116764,,228041,,314881,659686,,,,,,,,,,,,29712,,,,29712
2520,40257,PO,BO4,Sticht. Atlant Basisonderwijs,2014,8286113,1005902,,,1108109,10400124,2679,,465410,468089,,,,649776,10218437,,350900,350900,31684,,103847,165394,275850,27266,,,604041,293102,450954,,,40594,784650,,,,,,,,,,,,10959,1815,,,12774
2521,40257,PO,BO4,Sticht. Atlant Basisonderwijs,2015,8202463,1019981,,,922921,10145365,-14757,271686,386733,643662,,227743,96542,324285,10464742,,368513,368513,31501,,287686,146562,289842,29606,,,785197,283846,111655,387001,,122587,905089,,,,,,,,,,,,5901,,,,5901
2522,40257,PO,BO4,Sticht. Atlant Basisonderwijs,2016,8156606,1081189,,,917642,10155437,43430,210210,397351,650991,,-3723,82612,78889,10727539,,436731,436731,32980,,158119,127482,289634,34125,336752,,979092,280190,115163,445873,,108598,949824,,,,,,,,,,,,8044,,,,8044
2523,40257,PO,BO4,Sticht. Atlant Basisonderwijs,2017,8393753,1112982,,,1106819,10613554,183606,149754,580186,913546,,164,90048,90212,11436888,,439332,439332,38251,,118524,130217,286325,34015,501752,,1109084,276456,140975,443710,,126110,987251,,,,,,,,,,,,8991,,,,8991
2524,40257,PO,BO4,Sticht. Atlant Basisonderwijs,2018,9508734,1334328,,,1204471,12047533,228570,428432,589429,1246431,,,305297,305297,12988667,,476450,476450,53064,,132082,177574,308555,40469,801752,,1513496,369637,152500,468695,,138036,1128868,,,,,,,,,,,,7060,,,,7060
2525,40269,PO,BO1,Stg. Interconf. BO R'dam eo,2014,972044,202083,,,133494,1307621,-401,102084,43971,145654,,,,13189,1440086,,42012,42012,,,16519,17748,28507,2301,,111058,176133,29701,56894,,,56267,142862,,,,,,,,,,,,6776,2602,,,9378
2526,40269,PO,BO1,Stg. Interconf. BO R'dam eo,2015,869618,173187,,,102881,1145686,-2491,126971,32018,156498,,,14737,14737,1287447,,40523,40523,,,-4241,19785,28095,2624,50000,,96263,30404,,59920,,109550,199874,,,,,,,,,,,,6958,2602,,,9560
2527,40269,PO,BO1,Stg. Interconf. BO R'dam eo,2016,933381,188501,,,106264,1228146,848,135613,58236,194697,,,12679,12679,1410164,,41317,41317,,,7960,21152,32978,2015,50000,,114105,32238,,85725,,89347,207310,,,,,,,,,,,,7260,2965,,,10225
